MiniDOT Logger Concatenated Data File
Sensor:             7392-024261
Concatenation Date: 2020Mar16 12:54:09 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1575740100,           2019-12-07 17:35:00,           2019-12-07 12:35:00,      3.380000,      4.918000,         11.490000,                    89.785327,      0.993000
                1575740700,           2019-12-07 17:45:00,           2019-12-07 12:45:00,      3.380000,      4.938000,         11.504000,                    89.941239,      0.993000
                1575741300,           2019-12-07 17:55:00,           2019-12-07 12:55:00,      3.380000,      4.918000,         11.498000,                    89.847841,      0.993000
                1575741900,           2019-12-07 18:05:00,           2019-12-07 13:05:00,      3.380000,      4.938000,         11.464000,                    89.628508,      0.993000
                1575742500,           2019-12-07 18:15:00,           2019-12-07 13:15:00,      3.380000,      4.908000,         11.485000,                    89.723041,      0.993000
                1575743100,           2019-12-07 18:25:00,           2019-12-07 13:25:00,      3.380000,      4.938000,         11.513000,                    90.011603,      0.993000
                1575743700,           2019-12-07 18:35:00,           2019-12-07 13:35:00,      3.380000,      4.928000,         11.540000,                    90.199366,      0.992000
                1575744300,           2019-12-07 18:45:00,           2019-12-07 13:45:00,      3.380000,      4.938000,         11.587000,                    90.590154,      0.993000
                1575744900,           2019-12-07 18:55:00,           2019-12-07 13:55:00,      3.380000,      4.928000,         11.589000,                    90.582362,      0.993000
                1575745500,           2019-12-07 19:05:00,           2019-12-07 14:05:00,      3.380000,      4.898000,         11.510000,                    89.895082,      0.993000
                1575746100,           2019-12-07 19:15:00,           2019-12-07 14:15:00,      3.380000,      4.918000,         11.513000,                    89.965054,      0.993000
                1575746700,           2019-12-07 19:25:00,           2019-12-07 14:25:00,      3.380000,      4.918000,         11.519000,                    90.011939,      0.994000
                1575747300,           2019-12-07 19:35:00,           2019-12-07 14:35:00,      3.380000,      4.898000,         11.489000,                    89.731068,      0.994000
                1575747900,           2019-12-07 19:45:00,           2019-12-07 14:45:00,      3.380000,      4.918000,         11.463000,                    89.574343,      0.993000
                1575748500,           2019-12-07 19:55:00,           2019-12-07 14:55:00,      3.380000,      4.918000,         11.485000,                    89.746256,      0.994000
                1575749100,           2019-12-07 20:05:00,           2019-12-07 15:05:00,      3.380000,      4.928000,         11.472000,                    89.667862,      0.993000
                1575749700,           2019-12-07 20:15:00,           2019-12-07 15:15:00,      3.380000,      4.918000,         11.447000,                    89.449316,      0.993000
                1575750300,           2019-12-07 20:25:00,           2019-12-07 15:25:00,      3.380000,      4.908000,         11.414000,                    89.168375,      0.993000
                1575750900,           2019-12-07 20:35:00,           2019-12-07 15:35:00,      3.380000,      4.908000,         11.386000,                    88.949634,      0.993000
                1575751500,           2019-12-07 20:45:00,           2019-12-07 15:45:00,      3.380000,      4.928000,         11.379000,                    88.940952,      0.992000
                1575752100,           2019-12-07 20:55:00,           2019-12-07 15:55:00,      3.380000,      4.918000,         11.402000,                    89.097676,      0.993000
                1575752700,           2019-12-07 21:05:00,           2019-12-07 16:05:00,      3.380000,      4.928000,         11.375000,                    88.909687,      0.994000
                1575753300,           2019-12-07 21:15:00,           2019-12-07 16:15:00,      3.380000,      4.918000,         11.367000,                    88.824179,      0.994000
                1575753900,           2019-12-07 21:25:00,           2019-12-07 16:25:00,      3.380000,      4.908000,         11.367000,                    88.801202,      0.993000
                1575754500,           2019-12-07 21:35:00,           2019-12-07 16:35:00,      3.380000,      4.908000,         11.343000,                    88.613709,      0.993000
                1575755100,           2019-12-07 21:45:00,           2019-12-07 16:45:00,      3.380000,      4.898000,         11.348000,                    88.629834,      0.993000
                1575755700,           2019-12-07 21:55:00,           2019-12-07 16:55:00,      3.380000,      4.918000,         11.300000,                    88.300626,      0.992000
                1575756300,           2019-12-07 22:05:00,           2019-12-07 17:05:00,      3.380000,      4.888000,         11.305000,                    88.271148,      0.993000
                1575756900,           2019-12-07 22:15:00,           2019-12-07 17:15:00,      3.380000,      4.868000,         11.317000,                    88.319107,      0.994000
                1575757500,           2019-12-07 22:25:00,           2019-12-07 17:25:00,      3.380000,      4.868000,         11.299000,                    88.178633,      0.994000
                1575758100,           2019-12-07 22:35:00,           2019-12-07 17:35:00,      3.380000,      4.898000,         11.247000,                    87.841006,      0.993000
                1575758700,           2019-12-07 22:45:00,           2019-12-07 17:45:00,      3.380000,      4.898000,         11.251000,                    87.872247,      0.993000
                1575759300,           2019-12-07 22:55:00,           2019-12-07 17:55:00,      3.380000,      4.918000,         11.292000,                    88.238113,      0.993000
                1575759900,           2019-12-07 23:05:00,           2019-12-07 18:05:00,      3.380000,      4.898000,         11.359000,                    88.715746,      0.992000
                1575760500,           2019-12-07 23:15:00,           2019-12-07 18:15:00,      3.380000,      4.888000,         11.429000,                    89.239359,      0.993000
                1575761100,           2019-12-07 23:25:00,           2019-12-07 18:25:00,      3.380000,      4.888000,         11.448000,                    89.387714,      0.993000
                1575761700,           2019-12-07 23:35:00,           2019-12-07 18:35:00,      3.380000,      4.878000,         11.429000,                    89.216262,      0.993000
                1575762300,           2019-12-07 23:45:00,           2019-12-07 18:45:00,      3.380000,      4.868000,         11.420000,                    89.122930,      0.993000
                1575762900,           2019-12-07 23:55:00,           2019-12-07 18:55:00,      3.380000,      4.868000,         11.387000,                    88.865394,      0.994000
                1575763500,           2019-12-08 00:05:00,           2019-12-07 19:05:00,      3.380000,      4.858000,         11.380000,                    88.787771,      0.994000
                1575764100,           2019-12-08 00:15:00,           2019-12-07 19:15:00,      3.380000,      4.878000,         11.350000,                    88.599578,      0.994000
                1575764700,           2019-12-08 00:25:00,           2019-12-07 19:25:00,      3.380000,      4.868000,         11.313000,                    88.287890,      0.992000
                1575765300,           2019-12-08 00:35:00,           2019-12-07 19:35:00,      3.380000,      4.868000,         11.292000,                    88.124004,      0.993000
                1575765900,           2019-12-08 00:45:00,           2019-12-07 19:45:00,      3.380000,      4.858000,         11.277000,                    87.984156,      0.993000
                1575766500,           2019-12-08 00:55:00,           2019-12-07 19:55:00,      3.380000,      4.878000,         11.258000,                    87.881414,      0.993000
                1575767100,           2019-12-08 01:05:00,           2019-12-07 20:05:00,      3.380000,      4.858000,         11.225000,                    87.578447,      0.992000
                1575767700,           2019-12-08 01:15:00,           2019-12-07 20:15:00,      3.380000,      4.868000,         11.231000,                    87.647953,      0.993000
                1575768300,           2019-12-08 01:25:00,           2019-12-07 20:25:00,      3.380000,      4.838000,         11.278000,                    87.946386,      0.992000
                1575768900,           2019-12-08 01:35:00,           2019-12-07 20:35:00,      3.380000,      4.838000,         11.276000,                    87.930790,      0.993000
                1575769500,           2019-12-08 01:45:00,           2019-12-07 20:45:00,      3.380000,      4.798000,         11.289000,                    87.940952,      0.993000
                1575770100,           2019-12-08 01:55:00,           2019-12-07 20:55:00,      3.380000,      4.828000,         11.290000,                    88.017155,      0.994000
                1575770700,           2019-12-08 02:05:00,           2019-12-07 21:05:00,      3.380000,      4.848000,         11.264000,                    87.859970,      0.993000
                1575771300,           2019-12-08 02:15:00,           2019-12-07 21:15:00,      3.380000,      4.848000,         11.266000,                    87.875570,      0.993000
                1575771900,           2019-12-08 02:25:00,           2019-12-07 21:25:00,      3.380000,      4.858000,         11.238000,                    87.679874,      0.993000
                1575772500,           2019-12-08 02:35:00,           2019-12-07 21:35:00,      3.380000,      4.868000,         11.195000,                    87.367005,      0.992000
                1575773100,           2019-12-08 02:45:00,           2019-12-07 21:45:00,      3.380000,      4.848000,         11.193000,                    87.306165,      0.993000
                1575773700,           2019-12-08 02:55:00,           2019-12-07 21:55:00,      3.380000,      4.838000,         11.178000,                    87.166581,      0.992000
                1575774300,           2019-12-08 03:05:00,           2019-12-07 22:05:00,      3.380000,      4.848000,         11.169000,                    87.118964,      0.993000
                1575774900,           2019-12-08 03:15:00,           2019-12-07 22:15:00,      3.380000,      4.828000,         11.208000,                    87.377881,      0.993000
                1575775500,           2019-12-08 03:25:00,           2019-12-07 22:25:00,      3.380000,      4.838000,         11.239000,                    87.642262,      0.992000
                1575776100,           2019-12-08 03:35:00,           2019-12-07 22:35:00,      3.380000,      4.848000,         11.239000,                    87.664969,      0.992000
                1575776700,           2019-12-08 03:45:00,           2019-12-07 22:45:00,      3.380000,      4.818000,         11.263000,                    87.783911,      0.993000
                1575777300,           2019-12-08 03:55:00,           2019-12-07 22:55:00,      3.380000,      4.828000,         11.251000,                    87.713110,      0.993000
                1575777900,           2019-12-08 04:05:00,           2019-12-07 23:05:00,      3.380000,      4.848000,         11.225000,                    87.555768,      0.993000
                1575778500,           2019-12-08 04:15:00,           2019-12-07 23:15:00,      3.390000,      4.828000,         11.238000,                    87.611762,      0.993000
                1575779100,           2019-12-08 04:25:00,           2019-12-07 23:25:00,      3.380000,      4.858000,         11.217000,                    87.516031,      0.993000
                1575779700,           2019-12-08 04:35:00,           2019-12-07 23:35:00,      3.380000,      4.818000,         11.255000,                    87.721559,      0.993000
                1575780300,           2019-12-08 04:45:00,           2019-12-07 23:45:00,      3.380000,      4.798000,         11.274000,                    87.824103,      0.992000
                1575780900,           2019-12-08 04:55:00,           2019-12-07 23:55:00,      3.380000,      4.828000,         11.250000,                    87.705314,      0.992000
                1575781500,           2019-12-08 05:05:00,           2019-12-08 00:05:00,      3.390000,      4.798000,         11.264000,                    87.746203,      0.993000
